Player,C,GP,SFrac,G,A,P,+/-,ESG,ESA,ESP,PPG,PPA,PPP,SHG,SHA,SHP,TGF,PGF,TGA,PGA,SHGF,SHGA,ESGF,ESGA,$ESG,$ESA,$ESP,$ESP/S,$ESGF,$ESGA,R-ON,R-OFF,XEV+/-,EV+/-,AEV+/-,EV%,TmEV+,EVCalc,TmEVR,$PPG,$PPA,$PPP,$PPP/S,PP%,TmPP+,PPCalc,TmPPR,$SHG,$SHA,$SHP,$SHP/S,SH%,TmSH+,SHCalc,TmSHR,Column1
"WHYTE, SEAN",R,21,0.3,0,2,2,0,0,2,2,0,0,0,0,0,0,6,0,6,0,0,0,6,6,0,2,2,7,5,5,0.99,1.04,0,0,0,11%,1.04,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.34
"STEWART, PAUL",L,21,0.3,2,0,2,-1,2,0,2,0,0,0,0,0,0,7,0,8,0,0,0,7,8,2,0,2,6,6,7,0.88,0.77,-1,-1,0,14%,0.78,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.73
"KOMARNISKI, ZENITH",D,21,0.3,1,1,2,-1,1,1,2,0,0,0,0,0,0,10,0,18,7,1,0,9,11,1,1,2,9,10,12,0.82,0.96,0,-2,-2,24%,0.95,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,43%,1.21,0.1,0.0,12.21
"RODGERS, MARC",R,21,0.3,1,1,2,-3,1,1,2,0,0,0,0,0,0,7,0,10,0,0,0,7,10,1,1,2,9,8,11,0.70,1.25,1,-3,-5,19%,1.21,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,10.97
"WAPPEL, GORD",D,20,0.3,1,1,2,-2,1,1,2,0,0,0,0,0,0,15,0,18,1,0,0,15,17,1,1,2,6,12,13,0.89,1.03,0,-1,-2,27%,1.02,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,6%,0.87,0.0,0.0,13.27
"MEYER, STEFAN",L,20,0.2,0,2,2,-1,0,2,2,0,0,0,0,0,0,5,0,6,0,0,0,5,6,0,2,2,9,5,7,0.82,1.02,0,-1,-1,13%,1.02,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.64
"BARTKOWSKI, MATT",D,20,0.3,0,2,2,-3,0,2,2,0,0,0,0,0,0,6,0,9,0,0,0,6,9,0,4,4,11,10,14,0.76,1.30,2,-3,-5,20%,1.28,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,13.51
"BAILLARGEON, JOEL",L,20,0.3,0,2,2,-6,0,2,2,0,0,0,0,0,0,5,0,11,0,0,0,5,11,0,2,2,7,4,10,0.46,0.86,-1,-5,-5,15%,0.85,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.63
"TALLACKSON, BARRY",R,20,0.2,1,1,2,-4,1,1,2,0,0,0,0,0,0,5,2,7,0,0,0,3,7,1,1,2,10,3,8,0.44,1.00,0,-4,-4,14%,0.99,0.0,0,0,0,0,0,11%,1.06,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.91
"MESSIER, MITCH",C,20,0.3,0,2,2,-10,0,2,2,0,0,0,0,0,0,5,0,15,0,0,0,5,15,0,2,2,7,5,14,0.33,0.79,-1,-9,-8,22%,0.79,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,13.58
"HILL, BRIAN",R,19,0.2,1,1,2,-1,1,1,2,0,0,0,0,0,0,9,0,10,0,0,0,9,10,1,1,2,7,8,8,0.90,1.03,0,-1,-1,16%,1.03,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,8.41
"ASTASHENKO, KASPARS",D,19,0.2,1,1,2,-6,1,1,2,0,0,0,0,0,0,10,0,17,1,0,0,10,16,1,1,2,10,11,18,0.61,0.66,-4,-7,-3,31%,0.66,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,6%,1.23,0.0,0.0,18.02
"POLANIC, TOM",D,19,0.2,0,2,2,-5,0,2,2,0,0,0,0,0,0,6,0,11,0,0,0,6,11,0,2,2,9,7,12,0.54,0.87,-1,-6,-5,20%,0.85,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,12.33
"FEDOROV, FEDOR",L,18,0.2,0,2,2,0,0,2,2,0,0,0,0,0,0,7,1,6,0,0,0,6,6,0,2,2,11,7,7,1.02,1.27,1,0,-1,18%,1.26,0.0,0,0,0,0,0,8%,0.90,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.11
"ODELEIN, SELMAR",D,18,0.2,0,2,2,-2,0,1,1,0,1,1,0,0,0,15,2,16,1,0,0,13,15,0,1,1,4,11,13,0.86,1.34,2,-2,-4,27%,1.31,0.1,0,0,1,1,3,10%,1.10,0.0,0.0,0,0,0,0,5%,0.85,0.0,0.0,13.27
"JENSEN, DAVID H",D,18,0.2,0,2,2,-5,0,2,2,0,0,0,0,0,0,9,0,16,2,0,0,9,14,0,2,2,7,7,11,0.62,0.95,0,-4,-4,23%,0.94,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,10%,1.09,0.0,0.0,11.04
"DUCO, MIKE",C,18,0.2,0,2,2,-3,0,2,2,0,0,0,0,0,0,4,0,7,0,0,0,4,7,0,2,2,10,4,8,0.57,1.08,0,-3,-4,16%,1.08,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.63
"HARVEY, HUGH",L,18,0.2,1,1,2,-6,1,1,2,0,0,0,0,0,0,3,1,8,0,0,0,2,8,1,1,2,8,2,7,0.26,0.55,-2,-5,-3,11%,0.55,0.0,0,0,0,0,0,10%,0.46,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.89
"BETHEL, JOHN",L,17,0.2,0,2,2,-3,0,1,1,0,1,1,0,0,0,4,1,6,0,0,0,3,6,0,1,1,4,3,5,0.51,0.61,-1,-2,-1,11%,0.61,0.0,0,0,1,1,4,7%,0.80,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.91
"ELICH, MATT",R,17,0.2,1,1,2,-6,1,1,2,0,0,0,0,0,0,2,0,8,0,0,0,2,8,1,1,2,11,2,9,0.24,0.68,-1,-7,-6,14%,0.67,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.11
"SPRING, COREY",C,16,0.2,1,1,2,-1,1,1,2,0,0,0,0,0,0,2,0,3,0,0,0,2,3,1,1,2,12,2,4,0.67,0.59,-1,-1,0,8%,0.59,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.61
"OLEKSIAK, JAMIE",D,16,0.3,0,2,2,-5,0,2,2,0,0,0,0,0,0,7,0,15,3,0,0,7,12,0,4,4,11,12,22,0.57,0.99,0,-9,-9,28%,0.94,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,26%,1.10,0.1,0.0,21.94
"MATHIEU, MARQUIS",C,16,0.2,0,2,2,-3,0,2,2,0,0,0,0,0,0,3,0,8,2,0,0,3,6,0,2,2,11,3,7,0.50,0.92,0,-3,-3,14%,0.92,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,19%,1.49,0.0,0.0,6.77
"KELLY, DAVE",R,16,0.2,2,0,2,-8,2,0,2,0,0,0,0,0,0,3,0,11,0,0,0,3,11,2,0,2,9,3,10,0.27,0.62,-2,-7,-5,19%,0.60,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.65
"KULDA, ARTURS",D,15,0.2,0,2,2,3,0,2,2,0,0,0,0,0,0,10,0,7,0,0,0,10,7,0,2,2,12,11,8,1.43,0.91,-1,3,4,26%,0.92,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.64
"TAFT, JOHN",D,15,0.2,0,2,2,2,0,2,2,0,0,0,0,0,0,14,0,13,1,0,0,14,12,0,2,2,9,12,10,1.15,0.71,-2,2,4,36%,0.74,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,8%,0.94,0.0,0.0,10.22
"WHEELDON, SIMON",C,15,0.2,0,2,2,-1,0,2,2,0,0,0,0,0,0,4,0,5,0,0,0,4,5,0,2,2,10,4,5,0.81,0.95,0,-1,-1,12%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.54
"PIHLMAN, TUOMAS",L,15,0.2,1,1,2,-1,1,1,2,0,0,0,0,0,0,4,0,5,0,0,0,4,5,1,1,2,13,5,6,0.80,0.98,0,-1,-1,16%,0.97,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.90
"MINARD, CHRIS",L,15,0.2,1,1,2,-1,1,0,1,0,1,1,0,0,0,3,2,2,0,0,0,1,2,1,0,1,6,1,2,0.57,1.18,0,-1,-1,5%,1.17,0.0,0,0,1,1,5,14%,1.14,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.05
"STRONG, KEN",L,15,0.2,2,0,2,-3,2,0,2,0,0,0,0,0,0,5,0,12,4,1,0,4,8,2,0,2,8,3,6,0.55,0.68,-1,-3,-2,15%,0.67,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,23%,1.18,0.0,0.0,6.29
"BENNETT, RIC",L,15,0.2,1,1,2,-6,1,1,2,0,0,0,0,0,0,4,0,11,1,0,0,4,10,1,1,2,10,4,9,0.40,1.06,0,-5,-6,20%,1.04,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,7%,1.08,0.0,0.0,8.98
"LEDINGHAM, WALT",L,15,0.2,0,2,2,-4,0,2,2,0,0,0,0,0,0,2,0,6,0,0,0,2,6,0,2,2,9,2,5,0.33,1.33,1,-4,-4,11%,1.31,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.36
"JOHANSSON, BJORN",D,15,0.2,1,1,2,-13,1,1,2,0,0,0,0,0,0,6,0,20,1,0,0,6,19,1,1,2,9,5,17,0.31,0.81,-2,-11,-10,32%,0.78,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,10%,1.25,0.0,0.0,16.68
"AFANASENKOV, DIMITRY",L,14,0.2,1,1,2,0,1,1,2,0,0,0,0,0,0,3,1,2,0,0,0,2,2,1,1,2,14,2,2,1.11,0.71,0,0,1,7%,0.72,0.0,0,0,0,0,0,11%,0.69,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.09
"KAVANAGH, PAT",R,14,0.2,2,0,2,0,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0,3,3,2,0,2,14,4,4,1.01,1.20,0,0,0,11%,1.19,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.60
"BISHAI, MIKE",C,14,0.2,0,2,2,0,0,2,2,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,2,2,15,5,5,1.00,1.23,1,0,-1,16%,1.22,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.96
"MACDERMID, LANE",L,14,0.2,2,0,2,-1,2,0,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,4,0,4,15,5,5,0.93,1.10,0,0,-1,10%,1.10,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.10
"URBOM, ALEXANDER",D,14,0.2,2,0,2,-2,2,0,2,0,0,0,0,0,0,6,0,8,0,0,0,6,8,2,0,2,12,7,9,0.69,0.90,-1,-3,-2,27%,0.89,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.47
"FRANCIS, BOB",C,14,0.2,2,0,2,-1,2,0,2,0,0,0,0,0,0,2,0,3,0,0,0,2,3,2,0,2,9,2,2,0.67,0.86,0,-1,-1,6%,0.86,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,2.36
"MARKHAM, RAY",C,14,0.2,1,1,2,-3,1,1,2,0,0,0,0,0,0,3,0,6,0,0,0,3,6,1,1,2,10,3,5,0.50,1.00,0,-3,-3,12%,0.99,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.05
"MATSUMOTO, JON",C,14,0.2,2,0,2,-4,2,0,2,0,0,0,0,0,0,2,0,6,0,0,0,2,6,2,0,2,13,2,7,0.33,0.98,0,-4,-4,14%,0.95,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.55
"WALSH, MIKE",L,14,0.2,2,0,2,-7,2,0,2,0,0,0,0,0,0,3,0,10,0,0,0,3,10,2,0,2,10,3,9,0.30,0.84,-1,-6,-6,19%,0.82,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,8.90
"GLOECKNER, LORRY",D,13,0.2,0,2,2,-7,0,2,2,0,0,0,0,0,0,10,0,17,0,0,0,10,17,0,2,2,10,9,14,0.59,0.75,-2,-6,-4,43%,0.74,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,14.47
"SEVCIK, JAROSLAV",L,13,0.2,0,2,2,-5,0,1,1,0,1,1,0,0,0,5,1,9,0,0,0,4,9,0,1,1,5,3,8,0.46,0.55,-2,-4,-2,17%,0.55,0.0,0,0,1,1,5,9%,0.83,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.61
"DILLON, GARY",C,13,0.2,1,1,2,-6,1,1,2,0,0,0,0,0,0,4,0,10,0,0,0,4,10,1,1,2,10,3,8,0.40,0.68,-1,-5,-3,19%,0.67,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,8.15
"DINEEN, PETER",D,13,0.2,0,2,2,-9,0,2,2,0,0,0,0,0,0,5,0,16,2,0,0,5,14,0,2,2,10,4,12,0.34,0.95,0,-8,-8,26%,0.92,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,13%,1.34,0.0,0.0,11.96
"SEPPA, JYRKI",D,13,0.2,0,2,2,-9,0,0,0,0,2,2,0,0,0,5,2,12,0,0,0,3,12,0,0,0,0,2,9,0.26,0.94,0,-7,-6,17%,0.91,0.0,0,0,1,1,9,15%,0.90,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,9.02
"STEFANIW, MORRIS",C,13,0.2,1,1,2,-3,0,1,1,0,0,0,1,0,1,3,1,12,7,1,0,1,5,0,1,1,5,1,4,0.21,0.82,0,-3,-3,11%,0.80,0.0,0,0,0,0,0,16%,0.76,0.0,0.0,2,2,3,20,88%,1.01,0.1,0.0,4.37
"ABGRALL, DENNIS",R,13,0.2,0,2,2,-7,0,1,1,0,1,1,0,0,0,3,2,8,0,0,0,1,8,0,1,1,6,1,7,0.13,1.01,0,-6,-6,14%,0.98,0.0,0,0,1,1,5,20%,0.81,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.88
"MICHELETTI, PATRICK",C,12,0.2,2,0,2,2,2,0,2,0,0,0,0,0,0,4,0,2,0,0,0,4,2,2,0,2,12,4,2,2.00,0.66,-1,2,3,11%,0.67,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.84
"LEGGE, RANDY",D,12,0.2,0,2,2,0,0,2,2,0,0,0,0,0,0,5,0,6,1,0,0,5,5,0,2,2,12,4,4,0.97,1.47,1,0,-1,16%,1.45,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,17%,0.83,0.0,0.0,4.48
"DZIURZYNSKI, DAVE",C,12,0.3,2,0,2,-1,2,0,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,4,0,4,15,5,7,0.75,1.09,0,-2,-2,16%,1.07,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.31
"NEMETH, STEVE",C,12,0.2,2,0,2,-4,1,0,1,0,0,0,1,0,1,3,0,10,2,1,0,2,8,1,0,1,6,2,7,0.25,0.99,0,-6,-6,18%,0.96,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1,1,2,11,16%,1.03,0.0,0.0,7.36
"BIGGS, DON",C,12,0.2,2,0,2,-4,1,0,1,1,0,1,0,0,0,2,1,5,0,0,0,1,5,1,0,1,6,1,4,0.21,1.04,0,-3,-3,9%,1.02,0.0,0,1,0,1,6,10%,0.86,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.16
"EVANS, PAUL E",C,11,0.1,1,1,2,2,1,1,2,0,0,0,0,0,0,5,1,2,0,0,0,4,2,1,1,2,13,4,2,2.09,1.04,0,2,2,10%,1.05,0.0,0,0,0,0,0,12%,1.20,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,1.68
"FARKAS, JEFF",C,11,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,0,2,2,17,4,5,0.75,1.14,0,-1,-2,16%,1.15,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.69
"LUNDSTROM, TORD",L,11,0.1,1,1,2,-2,1,1,2,0,0,0,0,0,0,2,0,4,0,0,0,2,4,1,1,2,13,2,4,0.50,0.74,-1,-2,-1,10%,0.73,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.74
"ZUBOV, ILJA",C,11,0.1,0,2,2,-1,0,1,1,0,1,1,0,0,0,3,2,3,1,0,0,1,2,0,1,1,8,1,2,0.47,0.86,0,-1,-1,7%,0.86,0.0,0,0,1,1,7,23%,1.08,0.0,0.0,0,0,0,0,12%,0.97,0.0,0.0,2.07
"SEJBA, JIRI",L,11,0.1,0,2,2,-5,0,2,2,0,0,0,0,0,0,4,0,9,0,0,0,4,9,0,2,2,13,4,8,0.44,1.01,0,-5,-5,23%,0.98,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,8.33
"BURDON, GLEN",C,11,0.1,0,2,2,-3,0,2,2,0,0,0,0,0,0,2,0,5,0,0,0,2,5,0,2,2,13,2,4,0.40,0.45,-2,-3,-1,13%,0.45,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.48
"SMITH, RON",D,11,0.1,1,1,2,-8,1,1,2,0,0,0,0,0,0,4,0,12,0,0,0,4,12,1,1,2,13,4,11,0.33,0.53,-3,-7,-4,28%,0.52,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,10.76
"STUMPF, BOB",D,10,0.1,1,1,2,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,14,0,0,#DIV/0!,#DIV/0!,0,0,0,0%,#DIV/0!,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"WARNER, BOB",D,10,0.1,1,1,2,4,1,1,2,0,0,0,0,0,0,5,0,1,0,0,0,5,1,1,1,2,14,4,1,5.00,1.00,0,4,3,11%,1.02,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.88
"MANNING, BRANDON",D,10,0.2,0,2,2,5,0,2,2,0,0,0,0,0,0,10,0,5,0,0,0,10,5,0,4,4,21,17,8,2.00,0.84,-1,8,10,39%,0.88,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,8.40
"PLANTE, ALEX",D,10,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,5,0,7,1,0,0,5,6,0,2,2,18,5,7,0.81,0.78,-1,-1,0,27%,0.78,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,11%,1.31,0.0,0.0,6.55
"BAKOVIC, PETER",R,10,0.1,2,0,2,-1,2,0,2,0,0,0,0,0,0,4,0,5,0,0,0,4,5,2,0,2,15,4,5,0.80,0.83,-1,-1,0,18%,0.83,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.60
"SCHMIDT, CHRIS",C,10,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,4,0,5,0,0,0,4,5,0,2,2,20,5,6,0.80,0.93,0,-1,-1,25%,0.92,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.98
"ORESKOVIC, PHIL",D,10,0.1,1,1,2,-2,1,1,2,0,0,0,0,0,0,4,0,7,1,0,0,4,6,1,1,2,18,4,7,0.65,0.88,0,-2,-2,22%,0.88,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,11%,1.40,0.0,0.0,6.70
"GRENIER, RICHARD",C,10,0.1,1,1,2,-2,1,1,2,0,0,0,0,0,0,2,0,4,0,0,0,2,4,1,1,2,14,2,4,0.50,0.52,-1,-2,-1,11%,0.52,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.59
"KALINSKI, JON",L,10,0.1,0,2,2,-2,0,2,2,0,0,0,0,0,0,2,0,4,0,0,0,2,4,0,2,2,18,2,4,0.50,1.02,0,-2,-2,16%,1.01,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.36
"BAIRD, KEN",D,10,0.1,0,2,2,-10,0,2,2,0,0,0,0,0,0,9,0,19,0,0,0,9,19,0,2,2,16,9,19,0.47,0.76,-3,-10,-8,55%,0.74,0.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,19.06
"SPANHEL, MARTIN",L,10,0.1,2,0,2,-3,2,0,2,0,0,0,0,0,0,2,0,5,0,0,0,2,5,2,0,2,19,2,6,0.40,0.68,-1,-4,-2,19%,0.68,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.83
"MORRISON, MARK",C,10,0.1,1,1,2,-5,1,1,2,0,0,0,0,0,0,2,0,7,0,0,0,2,7,1,1,2,12,2,5,0.29,1.13,0,-4,-4,16%,1.10,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,5.28
"BACA, JERGUS",D,10,0.1,0,2,2,-4,0,0,0,0,2,2,0,0,0,5,4,5,0,0,0,1,5,0,0,0,0,1,4,0.22,0.84,0,-3,-3,12%,0.83,0.0,0,0,2,2,12,44%,0.96,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.19
"MERCIER, JUSTIN",C,9,0.1,1,1,2,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,2,20,2,0,#DIV/0!,1.08,0,2,2,5%,1.09,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0.00
"NEATON, PAT",D,9,0.1,1,1,2,3,0,1,1,1,0,1,0,0,0,9,5,2,1,0,1,4,0,0,1,1,9,4,0,14.17,1.06,0,4,3,9%,1.07,0.0,0,1,0,1,7,61%,1.02,0.1,0.0,0,0,0,0,13%,1.04,0.0,0.0,0.27
"HALL, DEL",C,9,0.1,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,3,1,0,0,2,2,2,0,2,16,2,2,0.90,0.59,-1,0,0,8%,0.60,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,19%,1.12,0.0,0.0,1.94
"WISEMAN, CHAD",L,9,0.1,1,1,2,-1,1,1,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,1,1,2,22,4,5,0.74,1.02,0,-1,-1,21%,1.03,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.87
"FUNK, MICHAEL",D,9,0.1,0,2,2,-1,0,2,2,0,0,0,0,0,0,3,0,4,0,0,0,3,4,0,2,2,21,3,5,0.73,1.25,1,-1,-2,18%,1.24,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.68
"RAU, CHAD",C,9,0.1,2,0,2,-1,2,0,2,0,0,0,0,0,0,2,0,3,0,0,0,2,3,2,0,2,20,2,3,0.67,0.75,0,-1,-1,16%,0.75,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.27
"VAIC, LUBOMIR",C,9,0.1,1,1,2,-2,1,1,2,0,0,0,0,0,0,4,0,6,0,0,0,4,6,1,1,2,22,5,7,0.66,0.88,0,-2,-2,27%,0.88,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,7.14
"SWAIN, GARRY",C,9,0.1,1,1,2,-1,1,1,2,0,0,0,0,0,0,2,0,4,1,0,0,2,3,1,1,2,17,2,3,0.60,0.64,-1,-1,-1,12%,0.64,0.0,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,22%,0.89,0.0,0.0,3.09
"KYLLONEN, MARKKU",L,9,0.1,0,2,2,-3,0,1,1,0,1,1,0,0,0,4,2,5,0,0,0,2,5,0,1,1,8,2,4,0.43,0.80,0,-2,-2,13%,0.79,0.0,0,0,1,1,7,23%,1.03,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,4.16
"MACLEAN, DON",C,9,0.1,1,1,2,-4,1,0,1,0,1,1,0,0,0,5,3,6,0,0,1,2,5,1,0,1,10,2,6,0.37,0.80,-1,-4,-3,21%,0.79,0.0,0,0,1,1,8,41%,0.86,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,6.19
"BOWLER, BILL",C,9,0.1,0,2,2,-3,0,0,0,0,2,2,0,0,0,2,2,3,0,0,0,0,3,0,0,0,0,0,3,0.00,0.86,0,-3,-3,9%,0.85,0.0,0,0,2,2,17,33%,0.88,0.0,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3.16
